billing_date,provider,billing_account_id,resource_id,service_name,usage_type,region,team,project,environment,usage_quantity,usage_unit,cost_amount,currency
2026-03-19,Azure,az-2001,azure-resource-00381,Networking,Public IP,westeurope,,,Development,299.9,GB,24.12,EUR
2026-01-10,AWS,aws-1002,aws-resource-00382,Database,Read Operations,eu-west-1,Data Platform,Data Governance,Test,463.33,hours,145.37,EUR
2026-02-25,AWS,aws-1001,aws-resource-00383,Database,Read Operations,eu-central-1,Infrastructure,Cloud Migration,Production,287.39,hours,184.81,EUR
2026-03-27,AWS,aws-1002,aws-resource-00384,Networking,Public IP,eu-central-1,,Data Governance,DEV,43.85,GB,3.04,EUR
2026-05-09,AWS,aws-1001,aws-resource-00385,Storage,Object Storage,eu-west-1,,Data Governance,Development,272.27,GB,7.31,EUR
2026-05-02,GCP,gcp-3001,gcp-resource-00386,Networking,Public IP,europe-north1,Security,Identity Platform,DEV,78.27,GB,5.95,EUR
2026-02-20,AWS,aws-1001,aws-resource-00387,Networking,Data Transfer,eu-west-1,Security,Identity Platform,prod,246.49,GB,37.12,EUR
2026-06-02,Azure,az-2001,azure-resource-00388,Networking,Public IP,westeurope,Infrastructure,Cloud Migration,Development,177.41,GB,13.43,EUR
2026-01-22,Azure,az-2001,azure-resource-00389,Networking,Data Transfer,westeurope,,Mobile Application,prod,344.25,GB,44.46,EUR
2026-02-23,GCP,gcp-3001,gcp-resource-00390,Storage,Object Storage,europe-north1,Infrastructure,Cloud Migration,Development,227.78,GB,5.86,EUR
2026-03-14,GCP,gcp-3001,gcp-resource-00391,Networking,Public IP,europe-west1,Customer Product,Customer Portal,Test,26.52,GB,1.91,EUR
2026-03-16,Azure,az-2002,azure-resource-00392,Compute,Instance Hours,northeurope,Data Platform,Data Governance,test,183.31,hours,29.11,EUR
2026-05-24,GCP,gcp-3001,gcp-resource-00393,Compute,Instance Hours,europe-west1,Infrastructure,Shared Services,prod,103.44,hours,38.21,EUR
2026-03-19,GCP,gcp-3001,gcp-resource-00394,Database,Read Operations,europe-west1,Infrastructure,Shared Services,Development,343.73,hours,115.09,EUR
2026-06-18,GCP,gcp-3001,gcp-resource-00395,Database,Database Hours,europe-north1,Security,Identity Platform,prod,80.1,hours,56.48,EUR
2026-05-19,GCP,gcp-3001,gcp-resource-00396,Storage,Object Storage,europe-west1,Security,Identity Platform,Development,455.32,GB,12.96,EUR
2026-02-07,GCP,gcp-3001,gcp-resource-00397,Storage,Disk Storage,europe-west1,Customer Product,Mobile Application,prod,217.88,GB,13.21,EUR
2026-04-16,GCP,gcp-3001,gcp-resource-00398,Compute,CPU Hours,europe-north1,Customer Product,Mobile Application,Production,383.89,hours,138.56,EUR
2026-06-06,GCP,gcp-3001,gcp-resource-00399,Database,Database Hours,europe-west1,Customer Product,Customer Portal,Test,310.39,hours,112.08,EUR
2026-06-16,GCP,gcp-3001,gcp-resource-00400,Compute,Instance Hours,europe-north1,Infrastructure,Cloud Migration,Test,423.84,hours,75.58,EUR
2026-02-26,Azure,az-2001,azure-resource-00401,Networking,Data Transfer,westeurope,Customer Product,,Production,463.09,GB,75.69,EUR
2026-04-08,AWS,aws-1002,aws-resource-00402,Networking,Public IP,eu-west-1,Security,Threat Monitoring,DEV,205.41,GB,14.17,EUR
2026-01-11,GCP,gcp-3001,gcp-resource-00403,Compute,Instance Hours,europe-west1,Security,,prod,261.76,hours,82.15,EUR
2026-01-14,Azure,az-2001,azure-resource-00404,Networking,Public IP,northeurope,Security,Threat Monitoring,prod,214.12,GB,31.88,EUR
2026-02-21,AWS,aws-1002,aws-resource-00405,Compute,Instance Hours,eu-central-1,Customer Product,Customer Portal,Production,93.54,hours,31.13,EUR
2026-05-11,Azure,az-2001,azure-resource-00406,Storage,Disk Storage,northeurope,Data Platform,Analytics Platform,Development,47.23,GB,1.51,EUR
2026-04-25,AWS,aws-1002,aws-resource-00407,Storage,Object Storage,eu-west-1,Infrastructure,Cloud Migration,test,30.4,GB,0.86,EUR
2026-05-07,AWS,aws-1001,aws-resource-00408,Storage,Object Storage,eu-central-1,,Data Governance,DEV,274.03,GB,7.0,EUR
2026-02-23,Azure,az-2001,azure-resource-00409,Networking,Data Transfer,westeurope,Security,,Test,142.67,GB,11.85,EUR
2026-01-13,AWS,aws-1001,aws-resource-00410,Database,Read Operations,eu-west-1,Data Platform,Analytics Platform,Test,152.73,hours,60.2,EUR
2026-04-05,AWS,aws-1002,aws-resource-00411,Database,Database Hours,eu-central-1,Customer Product,Mobile Application,Production,51.1,hours,30.25,EUR
2026-02-23,GCP,gcp-3001,gcp-resource-00412,Compute,Instance Hours,europe-west1,Infrastructure,Shared Services,Development,167.96,hours,29.45,EUR
2026-04-01,GCP,gcp-3001,gcp-resource-00413,Compute,CPU Hours,europe-north1,Security,Threat Monitoring,Development,265.07,hours,54.8,EUR
2026-02-23,Azure,az-2002,azure-resource-00414,Storage,Disk Storage,westeurope,Customer Product,,Production,235.12,GB,13.83,EUR
2026-05-10,Azure,az-2002,azure-resource-00415,Database,Database Hours,westeurope,Customer Product,Customer Portal,Development,396.15,hours,130.66,EUR
2026-03-28,GCP,gcp-3001,gcp-resource-00416,Database,Read Operations,europe-west1,Infrastructure,Shared Services,Production,416.86,hours,238.51,EUR
2026-04-16,GCP,gcp-3001,gcp-resource-00417,Storage,Disk Storage,europe-north1,Security,Identity Platform,Test,448.48,GB,13.3,EUR
2026-01-08,GCP,gcp-3001,gcp-resource-00418,Compute,CPU Hours,europe-west1,Customer Product,Mobile Application,Development,37.78,hours,6.08,EUR
2026-03-11,GCP,gcp-3001,gcp-resource-00419,Networking,Data Transfer,europe-north1,Customer Product,Customer Portal,test,429.62,GB,36.53,EUR
2026-02-21,AWS,aws-1001,aws-resource-00420,Database,Read Operations,eu-west-1,Security,Threat Monitoring,Production,190.24,hours,103.22,EUR
2026-01-26,Azure,az-2001,azure-resource-00421,Storage,Object Storage,westeurope,Customer Product,Mobile Application,Test,158.63,GB,4.51,EUR
2026-01-12,Azure,az-2001,azure-resource-00422,Networking,Public IP,westeurope,Data Platform,,Test,436.58,GB,33.18,EUR
2026-01-31,GCP,gcp-3001,gcp-resource-00423,Database,Database Hours,europe-west1,Customer Product,Mobile Application,Test,162.98,hours,56.04,EUR
2026-03-14,Azure,az-2001,azure-resource-00424,Compute,Instance Hours,westeurope,Data Platform,Analytics Platform,Development,139.17,hours,28.38,EUR
2026-01-23,Azure,az-2002,azure-resource-00425,Database,Read Operations,westeurope,Security,Identity Platform,test,29.98,hours,10.13,EUR
2026-04-30,GCP,gcp-3001,gcp-resource-00426,Networking,Data Transfer,europe-north1,Infrastructure,Shared Services,test,405.6,GB,28.35,EUR
2026-04-04,AWS,aws-1002,aws-resource-00427,Networking,Data Transfer,eu-central-1,Infrastructure,Shared Services,prod,431.24,GB,64.28,EUR
2026-03-31,Azure,az-2001,azure-resource-00428,Networking,Data Transfer,northeurope,,Identity Platform,DEV,233.31,GB,16.82,EUR
2026-03-04,GCP,gcp-3001,gcp-resource-00429,Compute,CPU Hours,europe-north1,Infrastructure,Cloud Migration,DEV,297.32,hours,49.32,EUR
2026-06-19,AWS,aws-1001,aws-resource-00430,Database,Read Operations,eu-west-1,Customer Product,Mobile Application,Development,274.54,hours,88.48,EUR
2026-06-02,GCP,gcp-3001,gcp-resource-00431,Networking,Public IP,europe-north1,Infrastructure,Cloud Migration,DEV,39.46,GB,2.79,EUR
2026-06-19,GCP,gcp-3001,gcp-resource-00432,Compute,CPU Hours,europe-north1,Data Platform,Analytics Platform,test,405.87,hours,78.69,EUR
2026-04-22,Azure,az-2002,azure-resource-00433,Networking,Data Transfer,westeurope,Customer Product,Customer Portal,Test,398.2,GB,33.57,EUR
2026-04-02,GCP,gcp-3001,gcp-resource-00434,Networking,Public IP,europe-west1,,Mobile Application,Production,5.42,GB,0.79,EUR
2026-05-02,AWS,aws-1001,aws-resource-00435,Networking,Data Transfer,eu-central-1,Security,Threat Monitoring,DEV,274.83,GB,23.06,EUR
2026-02-06,Azure,az-2002,azure-resource-00436,Networking,Public IP,westeurope,Customer Product,Mobile Application,prod,10.74,GB,1.62,EUR
2026-04-19,AWS,aws-1002,aws-resource-00437,Storage,Disk Storage,eu-central-1,Security,Threat Monitoring,DEV,313.51,GB,9.28,EUR
2026-05-20,AWS,aws-1002,aws-resource-00438,Storage,Object Storage,eu-west-1,Security,Identity Platform,prod,357.5,GB,17.97,EUR
2026-03-13,GCP,gcp-3001,gcp-resource-00439,Networking,Data Transfer,europe-west1,Infrastructure,Cloud Migration,Production,75.33,GB,11.6,EUR
2026-05-12,AWS,aws-1002,aws-resource-00440,Networking,Public IP,eu-central-1,Data Platform,Data Governance,Test,390.37,GB,30.94,EUR
2026-03-08,Azure,az-2001,azure-resource-00441,Database,Read Operations,westeurope,,Cloud Migration,test,155.52,hours,59.09,EUR
2026-03-06,GCP,gcp-3001,gcp-resource-00442,Compute,CPU Hours,europe-north1,Infrastructure,,Test,43.05,hours,8.41,EUR
2026-03-08,Azure,az-2001,azure-resource-00443,Compute,CPU Hours,westeurope,Data Platform,Analytics Platform,test,226.09,hours,44.45,EUR
2026-04-16,GCP,gcp-3001,gcp-resource-00444,Compute,Instance Hours,europe-north1,Infrastructure,Cloud Migration,prod,419.62,hours,146.27,EUR
2026-05-02,GCP,gcp-3001,gcp-resource-00445,Storage,Disk Storage,europe-west1,,Mobile Application,Production,31.0,GB,1.66,EUR
2026-04-08,Azure,az-2002,azure-resource-00446,Networking,Data Transfer,westeurope,Security,Threat Monitoring,Production,147.95,GB,23.21,EUR
2026-04-29,GCP,gcp-3001,gcp-resource-00447,Database,Database Hours,europe-north1,Security,Threat Monitoring,Production,131.4,hours,84.87,EUR
2026-06-25,GCP,gcp-3001,gcp-resource-00448,Storage,Disk Storage,europe-west1,Infrastructure,Cloud Migration,Production,208.57,GB,11.35,EUR
2026-02-25,GCP,gcp-3001,gcp-resource-00449,Database,Database Hours,europe-west1,,Cloud Migration,Production,469.56,hours,309.72,EUR
2026-01-20,GCP,gcp-3001,gcp-resource-00450,Storage,Disk Storage,europe-north1,Security,Identity Platform,Development,150.81,GB,4.74,EUR
2026-01-16,GCP,gcp-3001,gcp-resource-00451,Database,Read Operations,europe-west1,Infrastructure,Cloud Migration,Production,194.49,hours,116.38,EUR
2026-04-21,Azure,az-2001,azure-resource-00452,Compute,Instance Hours,northeurope,Security,Identity Platform,DEV,58.67,hours,10.69,EUR
2026-05-08,GCP,gcp-3001,gcp-resource-00453,Database,Database Hours,europe-west1,,Analytics Platform,Development,389.73,hours,116.71,EUR
2026-05-06,GCP,gcp-3001,gcp-resource-00454,Networking,Public IP,europe-north1,Infrastructure,Cloud Migration,Test,6.83,GB,0.58,EUR
2026-04-02,GCP,gcp-3001,gcp-resource-00455,Compute,CPU Hours,europe-north1,Customer Product,Customer Portal,DEV,65.0,hours,11.82,EUR
2026-01-11,AWS,aws-1002,aws-resource-00456,Compute,Instance Hours,eu-central-1,Infrastructure,Shared Services,Development,325.66,hours,52.93,EUR
2026-02-19,GCP,gcp-3001,gcp-resource-00457,Networking,Data Transfer,europe-north1,Data Platform,Data Governance,DEV,368.99,GB,26.33,EUR
2026-03-28,Azure,az-2001,azure-resource-00458,Compute,CPU Hours,westeurope,Infrastructure,Shared Services,DEV,483.45,hours,74.4,EUR
2026-01-19,Azure,az-2001,azure-resource-00459,Compute,Instance Hours,northeurope,Customer Product,Mobile Application,Test,78.73,hours,14.51,EUR
2026-03-20,GCP,gcp-3001,gcp-resource-00460,Compute,CPU Hours,europe-west1,Security,Identity Platform,Production,90.26,hours,25.3,EUR
2026-03-28,GCP,gcp-3001,gcp-resource-00461,Compute,CPU Hours,europe-west1,Data Platform,Analytics Platform,prod,36.24,hours,10.69,EUR
2026-04-17,GCP,gcp-3001,gcp-resource-00462,Storage,Disk Storage,europe-west1,Infrastructure,Cloud Migration,Development,36.29,GB,1.01,EUR
2026-05-05,Azure,az-2001,azure-resource-00463,Storage,Object Storage,westeurope,Data Platform,Analytics Platform,Test,191.18,GB,5.15,EUR
2026-06-13,AWS,aws-1002,aws-resource-00464,Compute,CPU Hours,eu-central-1,Infrastructure,Shared Services,DEV,347.72,hours,57.07,EUR
2026-03-31,AWS,aws-1002,aws-resource-00465,Storage,Object Storage,eu-west-1,Data Platform,Analytics Platform,Production,315.46,GB,18.48,EUR
2026-06-18,AWS,aws-1001,aws-resource-00466,Compute,CPU Hours,eu-west-1,Data Platform,Data Governance,Test,113.54,hours,22.09,EUR
2026-02-23,AWS,aws-1002,aws-resource-00467,Compute,CPU Hours,eu-central-1,Customer Product,Mobile Application,Production,31.74,hours,9.86,EUR
2026-05-12,GCP,gcp-3001,gcp-resource-00468,Networking,Data Transfer,europe-west1,Data Platform,Analytics Platform,prod,83.23,GB,10.29,EUR
2026-02-28,GCP,gcp-3001,gcp-resource-00469,Networking,Data Transfer,europe-north1,Infrastructure,Shared Services,Development,118.88,GB,8.4,EUR
2026-04-27,AWS,aws-1001,aws-resource-00470,Networking,Public IP,eu-central-1,Customer Product,Customer Portal,DEV,76.75,GB,6.93,EUR
2026-03-13,AWS,aws-1001,aws-resource-00471,Networking,Data Transfer,eu-central-1,Customer Product,Mobile Application,prod,20.89,GB,3.07,EUR
2026-06-06,Azure,az-2001,azure-resource-00472,Networking,Data Transfer,westeurope,Customer Product,Mobile Application,prod,395.83,GB,59.36,EUR
2026-03-05,Azure,az-2002,azure-resource-00473,Networking,Public IP,westeurope,Customer Product,Mobile Application,test,216.91,GB,19.29,EUR
2026-04-19,GCP,gcp-3001,gcp-resource-00474,Storage,Disk Storage,europe-west1,Data Platform,,DEV,368.07,GB,11.06,EUR
2026-04-02,Azure,az-2002,azure-resource-00475,Networking,Data Transfer,westeurope,Customer Product,,test,206.28,GB,15.11,EUR
2026-04-29,AWS,aws-1001,aws-resource-00476,Networking,Public IP,eu-west-1,Infrastructure,Cloud Migration,test,293.91,GB,26.87,EUR
2026-03-11,Azure,az-2001,azure-resource-00477,Networking,Data Transfer,northeurope,Data Platform,Analytics Platform,Test,21.19,GB,1.66,EUR
2026-06-15,GCP,gcp-3001,gcp-resource-00478,Compute,Instance Hours,europe-west1,Infrastructure,Cloud Migration,Test,25.23,hours,4.36,EUR
2026-02-27,Azure,az-2002,azure-resource-00479,Storage,Disk Storage,northeurope,Data Platform,Data Governance,test,108.85,GB,3.51,EUR
2026-05-01,GCP,gcp-3001,gcp-resource-00480,Networking,Public IP,europe-north1,,Cloud Migration,DEV,253.22,GB,22.26,EUR
2026-01-28,GCP,gcp-3001,gcp-resource-00481,Compute,CPU Hours,europe-west1,Customer Product,Mobile Application,prod,147.74,hours,54.43,EUR
2026-06-24,GCP,gcp-3001,gcp-resource-00482,Storage,Disk Storage,europe-north1,Security,Identity Platform,test,16.23,GB,0.47,EUR
2026-03-27,Azure,az-2002,azure-resource-00483,Networking,Public IP,northeurope,Data Platform,,prod,418.3,GB,60.59,EUR
2026-05-04,Azure,az-2002,azure-resource-00484,Networking,Public IP,westeurope,Security,Threat Monitoring,Development,90.01,GB,6.68,EUR
2026-02-14,AWS,aws-1001,aws-resource-00485,Database,Database Hours,eu-west-1,Infrastructure,Shared Services,prod,357.35,hours,210.63,EUR
2026-03-23,AWS,aws-1002,aws-resource-00486,Compute,Instance Hours,eu-central-1,Infrastructure,Cloud Migration,prod,283.43,hours,79.01,EUR
2026-03-23,Azure,az-2001,azure-resource-00487,Storage,Object Storage,northeurope,Infrastructure,Cloud Migration,DEV,385.42,GB,13.12,EUR
2026-04-24,GCP,gcp-3001,gcp-resource-00488,Database,Database Hours,europe-north1,Security,Threat Monitoring,Test,335.11,hours,127.83,EUR
2026-01-15,AWS,aws-1001,aws-resource-00489,Storage,Object Storage,eu-central-1,,Data Governance,prod,225.76,GB,10.7,EUR
2026-06-04,AWS,aws-1001,aws-resource-00490,Compute,CPU Hours,eu-central-1,Data Platform,Data Governance,Test,200.24,hours,35.94,EUR
2026-05-24,AWS,aws-1001,aws-resource-00491,Networking,Data Transfer,eu-central-1,Infrastructure,Shared Services,Development,157.5,GB,12.39,EUR
2026-05-31,GCP,gcp-3001,gcp-resource-00492,Networking,Data Transfer,europe-west1,Security,Threat Monitoring,DEV,365.66,GB,28.5,EUR
2026-03-11,Azure,az-2002,azure-resource-00493,Networking,Data Transfer,northeurope,Infrastructure,Cloud Migration,DEV,48.78,GB,3.8,EUR
2026-05-30,GCP,gcp-3001,gcp-resource-00494,Storage,Disk Storage,europe-north1,Customer Product,Customer Portal,DEV,25.91,GB,0.85,EUR
2026-03-15,AWS,aws-1002,aws-resource-00495,Compute,Instance Hours,eu-central-1,Data Platform,Analytics Platform,test,238.91,hours,44.99,EUR
2026-05-04,GCP,gcp-3001,gcp-resource-00496,Storage,Disk Storage,europe-north1,Data Platform,Analytics Platform,Production,301.45,GB,15.6,EUR
2026-06-27,GCP,gcp-3001,gcp-resource-00497,Compute,CPU Hours,europe-west1,Infrastructure,Cloud Migration,Production,77.34,hours,24.77,EUR
2026-01-20,AWS,aws-1001,aws-resource-00498,Database,Database Hours,eu-west-1,Infrastructure,Shared Services,Production,148.48,hours,94.37,EUR
2026-04-03,GCP,gcp-3001,gcp-resource-00499,Storage,Disk Storage,europe-west1,Infrastructure,Shared Services,Development,139.37,GB,4.43,EUR
2026-02-26,AWS,aws-1001,aws-resource-00500,Storage,Object Storage,eu-central-1,Infrastructure,Shared Services,prod,55.7,GB,2.7,EUR
2026-04-24,Azure,az-2002,azure-resource-00501,Compute,Instance Hours,northeurope,Data Platform,Analytics Platform,Development,347.07,hours,55.71,EUR
2026-01-21,AWS,aws-1002,aws-resource-00502,Compute,Instance Hours,eu-west-1,Customer Product,Customer Portal,prod,157.18,hours,46.49,EUR
2026-01-31,AWS,aws-1002,aws-resource-00503,Networking,Data Transfer,eu-west-1,Security,,test,259.17,GB,17.99,EUR
2026-01-24,Azure,az-2001,azure-resource-00504,Compute,CPU Hours,northeurope,Data Platform,Analytics Platform,prod,96.47,hours,29.86,EUR
2026-03-14,Azure,az-2001,azure-resource-00505,Storage,Object Storage,westeurope,Customer Product,Customer Portal,Production,266.78,GB,15.34,EUR
2026-04-19,AWS,aws-1001,aws-resource-00506,Networking,Data Transfer,eu-central-1,Infrastructure,Cloud Migration,prod,418.2,GB,68.92,EUR
2026-01-11,AWS,aws-1001,aws-resource-00507,Database,Read Operations,eu-central-1,Data Platform,Data Governance,Development,353.84,hours,125.97,EUR
2026-04-20,AWS,aws-1001,aws-resource-00508,Networking,Data Transfer,eu-central-1,Infrastructure,Shared Services,DEV,116.81,GB,9.08,EUR
2026-06-23,GCP,gcp-3001,gcp-resource-00509,Database,Database Hours,europe-west1,Customer Product,Customer Portal,Production,201.2,hours,127.62,EUR
2026-04-14,Azure,az-2001,azure-resource-00510,Networking,Data Transfer,northeurope,,Analytics Platform,Development,104.13,GB,9.19,EUR
2026-04-14,GCP,gcp-3001,gcp-resource-00511,Networking,Public IP,europe-west1,Infrastructure,Shared Services,DEV,181.27,GB,15.23,EUR
2026-01-18,Azure,az-2002,azure-resource-00512,Compute,Instance Hours,westeurope,Data Platform,Data Governance,prod,19.71,hours,6.84,EUR
2026-05-07,Azure,az-2002,azure-resource-00513,Database,Database Hours,northeurope,Customer Product,,Production,332.23,hours,210.56,EUR
2026-01-09,GCP,gcp-3001,gcp-resource-00514,Networking,Data Transfer,europe-north1,Security,Threat Monitoring,Test,275.58,GB,25.04,EUR
2026-06-30,Azure,az-2001,azure-resource-00515,Database,Read Operations,northeurope,Security,,Test,331.41,hours,125.72,EUR
2026-05-27,AWS,aws-1002,aws-resource-00516,Database,Read Operations,eu-west-1,Security,Threat Monitoring,DEV,331.74,hours,122.57,EUR
2026-03-14,GCP,gcp-3001,gcp-resource-00517,Compute,Instance Hours,europe-west1,Security,Threat Monitoring,Test,339.86,hours,66.07,EUR
2026-04-08,GCP,gcp-3001,gcp-resource-00518,Compute,CPU Hours,europe-north1,Customer Product,Mobile Application,Production,383.77,hours,129.01,EUR
2026-06-26,Azure,az-2001,azure-resource-00519,Networking,Public IP,westeurope,Infrastructure,Cloud Migration,test,159.49,GB,11.17,EUR
2026-03-10,Azure,az-2001,azure-resource-00520,Storage,Disk Storage,westeurope,,Data Governance,DEV,286.18,GB,9.62,EUR
2026-05-08,Azure,az-2002,azure-resource-00521,Networking,Data Transfer,northeurope,Security,Threat Monitoring,Production,346.98,GB,45.56,EUR
2026-03-15,Azure,az-2002,azure-resource-00522,Networking,Data Transfer,northeurope,Customer Product,Mobile Application,Production,420.99,GB,61.27,EUR
2026-05-16,GCP,gcp-3001,gcp-resource-00523,Networking,Public IP,europe-west1,Customer Product,Customer Portal,Test,171.73,GB,11.95,EUR
2026-05-12,Azure,az-2002,azure-resource-00524,Compute,Instance Hours,westeurope,Infrastructure,Shared Services,prod,210.09,hours,62.99,EUR
2026-06-07,GCP,gcp-3001,gcp-resource-00525,Storage,Object Storage,europe-west1,Security,Identity Platform,DEV,137.63,GB,4.3,EUR
2026-01-17,Azure,az-2001,azure-resource-00526,Networking,Public IP,northeurope,Customer Product,Customer Portal,Development,422.84,GB,32.92,EUR
2026-03-21,Azure,az-2002,azure-resource-00527,Storage,Disk Storage,northeurope,Infrastructure,Cloud Migration,prod,18.71,GB,1.1,EUR
2026-01-11,Azure,az-2002,azure-resource-00528,Compute,Instance Hours,westeurope,Customer Product,,Development,331.04,hours,53.8,EUR
2026-04-12,AWS,aws-1001,aws-resource-00529,Database,Database Hours,eu-west-1,Infrastructure,Cloud Migration,Development,337.48,hours,131.79,EUR
2026-05-30,GCP,gcp-3001,gcp-resource-00530,Compute,Instance Hours,europe-north1,Infrastructure,Shared Services,Production,387.73,hours,118.59,EUR
2026-05-06,AWS,aws-1002,aws-resource-00531,Storage,Object Storage,eu-central-1,Data Platform,Analytics Platform,DEV,130.88,GB,4.03,EUR
2026-03-20,GCP,gcp-3001,gcp-resource-00532,Networking,Data Transfer,europe-west1,Security,Identity Platform,prod,184.68,GB,28.31,EUR
2026-05-17,GCP,gcp-3001,gcp-resource-00533,Storage,Disk Storage,europe-north1,Infrastructure,Shared Services,Development,452.06,GB,14.32,EUR
2026-02-11,AWS,aws-1002,aws-resource-00534,Networking,Public IP,eu-central-1,Infrastructure,Shared Services,prod,152.22,GB,24.28,EUR
2026-01-26,AWS,aws-1001,aws-resource-00535,Database,Read Operations,eu-west-1,Data Platform,Data Governance,Development,360.11,hours,140.28,EUR
2026-06-14,Azure,az-2001,azure-resource-00536,Networking,Data Transfer,northeurope,Infrastructure,Shared Services,test,322.59,GB,26.81,EUR
2026-02-03,AWS,aws-1002,aws-resource-00537,Database,Read Operations,eu-central-1,Infrastructure,Cloud Migration,test,484.98,hours,186.58,EUR
2026-02-16,Azure,az-2002,azure-resource-00538,Storage,Disk Storage,westeurope,Infrastructure,Cloud Migration,Development,103.34,GB,3.02,EUR
2026-06-08,AWS,aws-1002,aws-resource-00539,Compute,CPU Hours,eu-west-1,Customer Product,Customer Portal,test,426.66,hours,66.43,EUR
2026-02-27,AWS,aws-1001,aws-resource-00540,Database,Database Hours,eu-central-1,,Customer Portal,DEV,414.49,hours,144.82,EUR
2026-06-23,Azure,az-2001,azure-resource-00541,Networking,Public IP,westeurope,Security,Identity Platform,prod,497.63,GB,66.99,EUR
2026-06-25,Azure,az-2002,azure-resource-00542,Storage,Object Storage,westeurope,Data Platform,Data Governance,DEV,454.13,GB,13.09,EUR
2026-01-19,Azure,az-2001,azure-resource-00543,Storage,Object Storage,westeurope,Infrastructure,Shared Services,test,214.53,GB,6.62,EUR
2026-01-02,Azure,az-2002,azure-resource-00544,Storage,Disk Storage,northeurope,Security,Threat Monitoring,Test,356.24,GB,11.68,EUR
2026-04-30,Azure,az-2001,azure-resource-00545,Database,Database Hours,northeurope,Customer Product,Customer Portal,Test,248.96,hours,82.93,EUR
2026-03-13,GCP,gcp-3001,gcp-resource-00546,Networking,Public IP,europe-north1,Customer Product,,prod,252.11,GB,41.46,EUR
2026-06-18,Azure,az-2002,azure-resource-00547,Database,Database Hours,westeurope,Infrastructure,Shared Services,DEV,383.02,hours,120.03,EUR
2026-05-07,AWS,aws-1001,aws-resource-00548,Compute,CPU Hours,eu-central-1,,Customer Portal,test,236.23,hours,37.62,EUR
2026-03-14,GCP,gcp-3001,gcp-resource-00549,Networking,Data Transfer,europe-north1,Security,Threat Monitoring,prod,66.21,GB,8.37,EUR
2026-01-07,GCP,gcp-3001,gcp-resource-00550,Storage,Object Storage,europe-north1,Data Platform,,DEV,340.07,GB,11.39,EUR
2026-03-10,Azure,az-2001,azure-resource-00551,Compute,CPU Hours,westeurope,,Cloud Migration,test,331.47,hours,58.84,EUR
2026-01-19,GCP,gcp-3001,gcp-resource-00552,Networking,Data Transfer,europe-north1,Infrastructure,,test,145.06,GB,12.64,EUR
2026-06-15,Azure,az-2001,azure-resource-00553,Storage,Object Storage,northeurope,Customer Product,Mobile Application,prod,197.31,GB,10.34,EUR
2026-04-10,Azure,az-2002,azure-resource-00554,Networking,Public IP,northeurope,Infrastructure,,Development,258.76,GB,20.64,EUR
2026-06-23,AWS,aws-1001,aws-resource-00555,Networking,Data Transfer,eu-central-1,Infrastructure,Cloud Migration,Production,259.1,GB,42.61,EUR
2026-06-25,GCP,gcp-3001,gcp-resource-00556,Compute,Instance Hours,europe-north1,Infrastructure,Shared Services,DEV,153.69,hours,31.68,EUR
2026-05-26,Azure,az-2002,azure-resource-00557,Compute,CPU Hours,northeurope,Data Platform,Analytics Platform,DEV,51.77,hours,9.77,EUR
2026-04-17,GCP,gcp-3001,gcp-resource-00558,Compute,CPU Hours,europe-north1,Data Platform,Analytics Platform,prod,422.24,hours,118.14,EUR
2026-06-04,GCP,gcp-3001,gcp-resource-00559,Networking,Data Transfer,europe-north1,Infrastructure,Shared Services,prod,109.48,GB,13.77,EUR
2026-06-18,GCP,gcp-3001,gcp-resource-00560,Compute,CPU Hours,europe-north1,Data Platform,Data Governance,DEV,232.78,hours,40.71,EUR
2026-02-18,GCP,gcp-3001,gcp-resource-00561,Networking,Data Transfer,europe-north1,Infrastructure,,Production,408.9,GB,62.34,EUR
2026-04-29,GCP,gcp-3001,gcp-resource-00562,Storage,Disk Storage,europe-north1,Customer Product,Mobile Application,Test,99.5,GB,2.81,EUR
2026-05-30,AWS,aws-1001,aws-resource-00563,Compute,Instance Hours,eu-central-1,Customer Product,Customer Portal,DEV,238.39,hours,47.54,EUR
2026-05-07,GCP,gcp-3001,gcp-resource-00564,Networking,Data Transfer,europe-north1,,Data Governance,test,218.74,GB,17.06,EUR
2026-03-10,Azure,az-2002,azure-resource-00565,Networking,Public IP,westeurope,Security,Identity Platform,DEV,290.32,GB,23.6,EUR
2026-05-10,Azure,az-2001,azure-resource-00566,Database,Read Operations,northeurope,,Threat Monitoring,prod,237.27,hours,146.7,EUR
2026-02-11,AWS,aws-1001,aws-resource-00567,Database,Read Operations,eu-west-1,Security,Threat Monitoring,test,183.33,hours,63.63,EUR
2026-05-07,GCP,gcp-3001,gcp-resource-00568,Networking,Data Transfer,europe-west1,Customer Product,Customer Portal,Production,397.77,GB,64.89,EUR
2026-05-09,GCP,gcp-3001,gcp-resource-00569,Compute,Instance Hours,europe-north1,Data Platform,Data Governance,prod,91.48,hours,32.84,EUR
2026-05-23,Azure,az-2002,azure-resource-00570,Compute,Instance Hours,westeurope,Customer Product,Customer Portal,Development,393.52,hours,76.56,EUR
2026-01-27,GCP,gcp-3001,gcp-resource-00571,Compute,Instance Hours,europe-west1,Security,Threat Monitoring,Production,391.92,hours,131.16,EUR
2026-01-26,GCP,gcp-3001,gcp-resource-00572,Compute,CPU Hours,europe-north1,Customer Product,Mobile Application,DEV,382.17,hours,68.76,EUR
